Sku,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,unit cost,lead-time,retail_price,quantity_on_hand
KR202-1704,821,3487,2058,3055,2310,3319,1601,928,1666,2801,1628,3637,1859,5,5278,875
KR202-1705,2805,2375,3798,2575,959,3731,3326,1511,2683,658,3301,1750,625,1,2548,714
KR202-1706,3584,1522,3577,2612,1932,2300,1755,2301,2016,1924,3796,3531,1572,5,7849,2405
KR202-1707,2967,2615,3406,2741,2447,2224,962,2501,2583,2573,1880,2747,1916,2,4720,2535
KR202-1708,2821,3187,3859,587,3910,3959,1438,3800,3256,1162,2764,2532,1071,3,6839,585
KR202-1709,3093,1409,1999,3658,1808,1838,1934,831,2285,2920,2356,1553,1471,2,11206,1725
KR202-1710,3671,1535,3696,678,2306,1162,2321,3988,3343,819,3772,1191,1698,5,5490,1591
KR202-1711,1218,3894,1961,1309,1111,3854,2240,1967,3229,1817,1062,1975,542,4,10784,1978
KR202-1712,1421,946,2788,1060,2554,3483,3973,951,1657,1852,3468,2728,1041,5,12243,1376
KR202-1713,749,1211,1977,979,2650,3576,3229,2549,2569,2685,3191,535,1574,3,4621,846
KR202-1714,3324,1420,3136,2917,3529,1664,2406,2458,1874,3232,722,3182,515,4,10583,1898
KR202-1715,3897,1982,3104,1387,2134,1827,2776,2366,1687,3351,1942,3816,635,5,4299,1916
KR202-1716,3166,1645,3592,3759,1722,2229,2835,1995,2630,521,3315,3745,1056,3,3792,1795
KR202-1717,1605,1436,1380,2626,2558,1040,3455,525,2445,618,2604,1771,581,3,3349,439
KR202-1718,2626,1350,2477,2208,2323,2922,2889,3471,959,1350,753,767,2000,1,4459,1034
KR202-1719,1004,849,719,2330,3415,3626,1916,954,2085,3329,2201,3570,1170,3,4099,2006
KR202-1720,1840,3304,3582,890,787,1593,1436,3704,2782,1749,2281,3644,1646,2,5613,2085
KR202-1721,2606,2626,2545,2312,3568,1301,984,2585,2354,1390,3673,672,1789,3,3245,2386
KR202-1722,3846,2992,1850,1730,791,3011,785,2787,1846,740,609,1412,714,5,8002,1548
KR202-1723,3065,1168,1090,1465,2259,3428,1548,3921,1692,1749,2779,939,1328,4,3510,822
KR202-1724,1592,1317,623,1676,3115,2339,3868,3473,634,2951,2057,908,1688,3,10004,1967
KR202-1725,2554,2374,1789,2901,1510,2359,858,2937,2560,1394,1684,2380,1776,3,3590,1276
KR202-1726,1494,3363,1972,1224,3557,969,3974,1866,795,1346,2226,676,859,4,9612,1866
KR202-1727,3123,2031,3352,1698,504,2542,2997,3314,3677,978,2449,2015,1672,3,8540,2525
KR202-1728,2383,2467,858,1951,1295,653,2881,1611,2224,2816,1178,868,1142,4,13075,857
KR202-1729,1310,2997,1571,1675,805,2964,3908,3803,847,3278,938,3077,1667,2,10978,1610
KR202-1730,744,1883,3076,1329,3100,2120,1727,3838,1431,1308,3249,1796,1807,2,12369,1036
KR202-1731,1505,3817,3555,1088,2852,2131,3268,1746,1699,807,2932,3366,1158,3,3020,1186
KR202-1732,2314,3943,1323,2376,2174,1825,2658,2150,2735,1683,2650,1561,793,4,7794,775
KR202-1733,1725,1127,3022,1166,2922,3808,1670,3533,937,2664,3328,2426,1312,5,14517,1141
KR202-1734,3998,2721,3100,2394,1482,917,2675,868,2951,1107,3668,1775,974,1,10210,1281
KR202-1735,3838,1436,3588,783,3089,2382,2640,1716,709,2829,3789,3970,1807,1,4279,1127
KR202-1736,2825,573,557,1861,570,3208,3195,2370,3820,3959,1264,1310,1968,5,12746,1599
KR202-1737,1221,1383,1499,1840,3985,1615,1703,3938,1191,2417,2568,3450,1221,3,13221,993
KR202-1738,3401,527,1011,3138,670,736,3534,3694,3759,3617,1689,2907,841,5,1053,892
KR202-1739,2231,3786,1223,3242,3788,2869,2290,2279,2268,1221,1455,1293,1516,3,13360,762
KR202-1740,1505,3020,1123,840,2882,2837,3207,3929,2327,3290,1089,3161,1467,4,5164,1021
KR202-1741,3351,2310,2595,568,2758,999,2100,2174,1509,1384,2586,509,1093,1,10195,1302
KR202-1742,3851,567,3019,1195,2071,3438,2617,3937,2598,793,943,3297,1327,5,11526,1473
KR202-1743,3661,974,2049,1356,1621,3745,2824,733,2755,1832,703,3984,1873,2,8223,2331
KR202-1744,2955,3681,2888,1311,746,845,3479,1871,669,3049,3075,2931,777,5,6904,2318
KR202-1745,928,819,2304,2109,1667,1232,3939,1707,3924,963,2847,2823,504,2,14730,1724
KR202-1746,3119,2687,2586,2619,3453,2896,2846,3694,3427,2646,2069,2906,918,1,10049,2323
KR202-1747,2506,3962,768,763,3500,988,2763,877,1902,678,1721,893,1143,1,11082,1097
KR202-1748,3470,1408,1356,1869,2561,969,3916,579,2832,648,2077,3369,766,2,5490,1998
KR202-1749,2370,1554,2957,3318,3797,2059,2829,2820,1181,3803,3769,3029,1242,4,2016,2981
KR202-1750,3124,702,2926,504,3251,526,2052,3826,1977,2081,1677,2032,1165,5,2492,699
KR202-1751,1771,3712,3986,3585,3824,981,1438,3047,1033,769,3563,1654,1118,5,12896,1985
KR202-1752,3356,2289,1924,3486,931,2046,1571,2277,1566,2786,3325,1541,1890,1,8211,1718
KR202-1753,2591,1419,1774,2718,1256,1974,2817,1801,3517,1787,1886,3578,842,1,3865,1859
KR202-1754,3630,3387,3436,766,2830,3970,3637,1160,3606,2888,2472,3086,829,3,13768,1647
KR202-1755,2779,3486,1899,3180,1465,1456,846,2390,1077,556,1880,1934,1563,1,3847,676
KR202-1756,846,884,2755,1251,934,1426,3393,3333,3286,1560,3302,508,1644,2,10303,1011
KR202-1757,1543,1939,1969,1882,2932,2127,2849,2033,3272,3639,3509,1131,1469,3,12151,531
KR202-1758,1526,2883,1347,3861,2003,577,1588,1792,3128,1040,1515,804,1008,2,4373,727
KR202-1759,3120,2573,3921,2233,2374,3077,2852,2077,909,3023,1988,1475,1934,4,7810,2628
KR202-1760,2085,570,3876,2926,914,1780,780,2442,2495,2679,1724,1688,1340,1,14611,1805
KR202-1761,1789,1980,1923,574,2863,1877,708,1097,3587,913,3651,3303,1244,1,4687,2050
KR202-1762,2792,2762,3009,1708,2846,2427,2433,1033,1455,3008,2297,1877,1752,5,14083,913
KR202-1763,3207,3985,3571,3278,929,1981,3756,3480,656,2403,3578,3687,518,4,7266,2264
KR202-1764,2424,2492,1190,3335,588,3285,3287,1099,3793,1952,1783,3448,1603,5,7975,1111
KR202-1765,1650,3448,2144,1688,3327,2465,3341,846,1726,2366,1069,3788,1164,4,14022,850
KR202-1766,3364,2525,3447,3324,894,2215,3223,2721,502,2646,2368,1333,1992,1,2585,684
KR202-1767,1632,3009,3941,1660,3936,2605,3478,1298,662,831,3244,3314,1201,3,9476,1241
KR202-1768,1799,3865,3203,2304,1199,1708,1760,2652,2776,3124,2853,715,585,2,12271,1637
KR202-1769,2684,3320,1475,1316,2107,1930,700,2778,2786,3358,559,1976,743,1,2174,1571
KR202-1770,3037,2144,3936,657,1750,1011,1771,673,3029,2884,2006,1044,1187,3,7196,612
KR202-1771,1083,3867,828,3878,2831,1091,626,3450,2108,2330,774,2249,897,4,11311,2261
KR202-1772,1658,3920,1110,3476,1187,2981,3272,2857,2628,3534,974,903,1147,4,9083,1701
KR202-1773,2783,2953,2697,949,602,1625,1941,2076,786,1301,1382,3866,1159,1,13036,1570
KR202-1774,2756,2790,595,1848,1144,2454,2645,3606,2523,3157,2104,2880,627,4,7447,505
KR202-1775,1579,2054,1163,3548,776,3917,1240,2942,3008,1826,950,3995,1833,5,8521,2447
KR202-1776,2265,2480,3763,513,1862,2418,2470,3319,2209,1776,1588,1142,672,5,3159,1705
KR202-1777,1592,1053,2718,3050,2141,1876,3632,2821,2872,1876,962,503,929,3,7174,1421
KR202-1778,1371,1188,3631,3445,1713,2296,1776,700,2671,3514,519,2247,926,2,7571,659
KR202-1779,852,2572,3015,958,2216,3241,3919,2330,917,1773,2540,879,562,3,3757,688
KR202-1780,2690,2795,556,2593,609,3114,3933,2175,3363,3762,1668,1789,1135,3,12304,1917
KR202-1781,3371,3153,3641,3246,1918,2423,3182,3022,745,1898,3139,2666,884,5,2083,2119
KR202-1782,1447,1478,1921,3417,2751,2976,1226,2398,2459,715,2365,658,1764,2,9125,941
KR202-1783,1104,2932,2625,2346,3787,2879,683,2975,1535,1319,2440,2457,1503,4,5192,1297
KR202-1784,1626,2181,519,3216,2154,921,1333,2526,1079,1417,3101,1709,510,4,2508,1843
KR202-1785,3207,1332,1972,1207,1062,3872,1873,873,2989,2507,2620,1670,1540,3,2981,1823
KR202-1786,1034,884,3926,2122,1025,3092,1826,2706,3730,672,991,2287,1636,4,13031,1997
KR202-1787,3831,2118,1117,1172,2584,3315,2164,3419,1790,1481,3952,623,994,5,8626,2196
KR202-1788,1524,627,2507,2634,505,1790,1828,1541,3114,2252,3620,1433,1611,5,3039,1209
KR202-1789,1691,2019,3075,3159,1957,3833,2618,1663,1310,3310,2931,2097,755,3,5304,1912
KR202-1790,2453,1241,575,1873,3135,1599,1122,3343,2857,3206,1202,3833,1194,5,10112,1778
KR202-1791,2908,1579,1072,2865,3951,3587,3746,1918,1584,1305,3191,1129,1024,4,6295,1696
KR202-1792,1429,1774,1073,3670,3449,2471,2391,2047,3271,3253,668,3356,945,3,2650,2345
KR202-1793,704,1749,1453,823,3025,3084,3077,2868,1255,1827,1090,2263,861,4,10145,1786
KR202-1794,2594,1167,3697,3857,2188,2870,2519,3509,2280,2143,2699,1160,1183,1,4766,1735
KR202-1795,744,2354,3583,1672,2570,1100,1307,1263,2304,2946,1487,2372,974,4,9705,2138
KR202-1796,1407,1769,2937,2400,2464,1519,2345,1074,2644,2504,928,3907,817,4,3978,2201
KR202-1797,1053,3923,1072,1048,1804,1233,965,3944,3997,3345,1146,3350,1307,2,12681,921
KR202-1798,1977,3360,2945,2072,553,2274,2231,2759,1774,2428,1951,1488,1871,3,4348,2087
KR202-1799,2145,2846,3419,1640,3215,2896,2917,1285,1345,3703,3807,1820,552,1,14699,959
KR202-1800,1286,2573,3459,2324,2046,3041,2834,913,3110,1541,1691,3958,885,4,3745,1359
KR202-1801,3529,676,1865,3692,1516,1147,893,864,3484,3738,3104,2454,1001,3,1622,2308
KR202-1802,3195,1807,773,2865,2552,2980,2646,3140,3156,1522,3589,2247,642,1,5095,917
KR202-1803,3114,1069,3352,1380,2362,2902,1085,1759,2732,938,3075,1645,768,1,1020,493
KR202-1804,2861,2528,2399,550,1526,3189,3206,2935,3754,1003,2942,2735,972,1,8640,1238
KR202-1805,2741,2944,3725,2316,2089,3574,3938,3384,2130,506,2511,2103,1433,2,8893,2177
KR202-1806,1502,2026,2991,3858,1063,2839,1508,3330,813,3792,3005,3338,1991,3,13812,912
KR202-1807,3312,998,642,2504,3949,3940,888,2658,2720,1046,1399,1734,1317,3,6757,1238
KR202-1808,2298,3364,2143,2072,1633,2955,3481,680,3442,561,2443,820,1870,1,5586,2349
KR202-1809,2249,1530,1135,2239,2777,3240,3049,850,1488,732,2700,2574,502,2,11897,483
KR202-1810,2566,1228,3997,1523,2525,1508,799,545,1641,3272,1013,1199,825,5,10934,1911
KR202-1811,1833,1659,1630,614,1002,3992,2875,3529,3205,3223,2704,3645,1818,2,2247,1128
KR202-1812,2946,2017,1800,2425,2682,2837,1761,737,3280,3769,522,883,558,2,4013,828
KR202-1813,3042,2463,3063,1356,3874,1925,1855,3605,2690,3225,2268,2300,1668,3,12063,2210
KR202-1814,2257,3877,3118,3073,2907,989,3220,2413,3563,3523,3199,1357,1466,4,12973,972
KR202-1815,1472,2469,3808,2267,3461,2124,2289,2461,3764,794,662,3824,1522,3,13437,685
KR202-1816,3047,2427,3525,812,1230,3422,710,1924,3923,1846,2425,3390,896,5,5017,1076
KR202-1817,2477,1896,658,2985,3285,1986,2580,2106,932,3499,1220,3293,653,1,11101,998
KR202-1818,3224,2206,1558,1009,2451,3327,3547,1817,2570,2158,3323,1174,1090,4,6790,2560
KR202-1819,1015,2489,1231,1562,943,2080,1707,1676,1193,2495,2808,2615,910,2,7659,857
KR202-1820,2132,3900,3625,2553,982,1717,662,1599,1277,1680,2552,1192,1954,1,9702,2091
KR202-1821,1575,1957,1515,1631,1044,957,2676,569,3045,1415,2528,1586,1537,4,14412,1031
KR202-1822,898,825,2843,3944,3047,1848,3281,2666,3984,1880,1517,1933,547,2,4437,2192
KR202-1823,1792,2230,1333,568,923,1628,2754,2222,1204,3546,602,1509,893,2,2709,1470
KR202-1824,2400,2078,3744,1819,3667,1467,2013,3524,2443,621,3043,1115,507,1,1744,2395
KR202-1825,1281,1620,2030,1685,1640,2840,957,3427,2872,981,3583,2545,1961,3,12042,1887
KR202-1826,806,3721,770,1926,2733,979,911,1318,2639,1717,1281,3934,1483,3,12457,514
KR202-1827,3442,1308,1015,2901,686,2201,2473,3616,2472,2730,1411,2517,1254,3,12392,1518
KR202-1828,636,2183,2164,963,2562,1062,1781,935,3148,2571,825,3861,1576,2,10972,665
KR202-1829,1079,3174,2077,1870,2972,1781,1322,3332,3852,1922,2162,1456,1459,3,12150,562
KR202-1830,3284,3368,2426,2329,2326,2772,563,3869,1639,2293,3115,2407,1998,1,5467,1590
KR202-1831,3978,3898,2418,3749,1426,2050,3467,3044,2587,3871,1577,880,564,5,13457,1108
KR202-1832,3910,2375,3559,3975,2485,3970,2872,2263,3503,1548,1979,1836,733,2,7178,915
KR202-1833,2583,1824,796,3499,3682,2899,566,2519,3084,2784,2100,1054,809,4,3836,2449
KR202-1834,1747,3503,2205,2100,3204,3871,3682,3673,1263,1252,3784,3445,1525,4,9818,1408
KR202-1835,2041,2659,576,3713,3966,2502,2253,1708,1818,2251,3981,3531,1462,4,2086,1409
KR202-1836,1162,1540,3791,3181,1072,2575,2930,3728,2229,2979,2932,1810,893,4,14535,535
KR202-1837,3253,3705,1525,3137,1390,2263,3306,717,750,2615,1349,1400,1183,2,3277,731
KR202-1838,3199,3870,935,1273,1344,833,1538,3351,3626,2705,1716,2807,1626,1,13015,1725
KR202-1839,608,2602,1705,3830,3616,525,3595,1026,697,3416,2216,3682,1109,4,7130,880
KR202-1840,843,1705,2398,1874,855,1756,1796,2708,700,3895,1663,3334,993,5,11840,1552
KR202-1841,3965,3976,3181,1829,2398,2645,1481,1668,2805,1851,3072,2869,759,5,6639,2286
KR202-1842,2871,1382,2232,2887,1685,850,3677,2315,3054,2985,3592,2277,869,5,12952,2258
KR202-1843,2484,3141,950,2875,3996,2299,1709,2280,794,2501,2054,2796,1453,1,5788,1997
KR202-1844,3696,1225,1360,919,2819,3289,1974,2778,978,1163,3188,3536,1629,4,10990,2410
KR202-1845,2931,3490,2138,2476,1581,3698,3679,3601,3509,899,1222,2504,1736,3,11250,2230
KR202-1846,3058,1066,2889,3567,3397,2155,2802,3699,1551,532,3543,3954,1189,2,14926,2684
KR202-1847,3741,1509,1392,737,3212,1764,2766,3799,2487,875,578,1532,1997,5,13712,1330
KR202-1848,1622,2154,2463,1516,2127,3714,2023,3067,1756,1393,3785,3811,1354,4,3079,1468
KR202-1849,3869,1356,1493,1902,1925,906,3035,1018,928,1533,2126,2607,556,1,4227,1137
KR202-1850,3470,2059,3647,3581,2846,1043,3488,3442,1797,3254,2376,3840,1648,1,11981,1013
KR202-1851,1562,2447,1512,3054,849,1929,2203,3906,3275,880,3948,737,1915,1,6062,477
KR202-1852,679,854,3704,2329,721,2867,2216,1497,1973,3619,568,1380,1812,1,6486,916
KR202-1853,3737,1952,3229,2547,2311,2626,3967,3629,946,1348,2048,564,516,4,3681,1628
KR202-1854,3426,3177,3222,2485,3403,2419,3918,3226,1898,3767,3084,3105,1376,3,14058,2191
KR202-1855,1185,1204,2207,2904,1501,1147,2044,644,1042,505,3536,2876,1302,5,8017,1749
KR202-1856,1240,2175,3375,983,660,2462,2779,3071,3276,1278,2277,3918,1876,5,3628,562
KR202-1857,3968,1983,599,967,3994,2508,771,3288,2349,3605,2079,2211,1586,2,10762,2316
KR202-1858,1038,2650,3523,2047,3437,3861,507,2873,3403,1328,2621,2147,801,5,8202,1314
KR202-1859,3358,2007,2119,1351,3488,1993,3667,1213,1774,1381,2627,3462,1129,1,13555,2273
KR202-1860,1668,2598,2927,3186,3066,2502,2682,1432,2771,2823,502,908,1129,3,6128,2308
KR202-1861,3458,1910,3566,2577,3364,3088,3986,875,3791,1609,2058,3729,1414,5,9075,2295
KR202-1862,3958,3296,1649,1835,2078,1242,2787,671,3234,3384,2338,2233,1960,3,2692,1925
KR202-1863,3669,2540,1118,1011,1753,903,2112,3582,2150,2699,825,586,1025,4,10837,748
KR202-1864,1236,3525,3923,2876,3219,3996,772,3486,1661,745,3131,1593,910,4,4074,762
KR202-1865,3268,3519,2743,2235,3648,904,1299,2763,1984,3210,1885,860,1707,5,10469,2069
KR202-1866,1522,1258,2117,2531,694,2100,1882,2554,1899,882,3584,3880,727,1,10945,732
KR202-1867,2666,3832,1200,1285,3412,3898,1063,3676,3638,2737,3146,3467,908,4,9194,1827
KR202-1868,1228,3859,1646,3044,1867,3595,1343,3593,844,3006,1370,3146,710,4,11789,2136
KR202-1869,2851,2426,814,2011,3393,2313,2979,3335,3871,3024,2197,927,1488,4,6479,1734
KR202-1870,2747,3536,1595,824,1195,1036,989,1207,3191,2149,3953,1446,995,2,14688,1530
KR202-1871,880,3639,1114,1160,3348,3325,3648,2350,1102,3034,3399,2838,985,3,3678,897
KR202-1872,2735,1839,780,2651,3937,876,816,801,2056,1153,2615,1385,1307,4,4151,1043
KR202-1873,1956,1892,1168,1649,1841,3255,3863,2901,3323,2526,1100,1915,1427,3,14264,2456
KR202-1874,1049,1118,2259,828,1449,3199,3825,2140,1639,3817,566,1939,502,3,11088,818
KR202-1875,1303,1335,3978,3644,2436,2411,2102,2175,3236,1202,604,2182,786,2,4517,1712
KR202-1876,628,971,3147,2849,2846,1651,1184,1058,1034,2425,2485,2657,894,1,5775,713
KR202-1877,3123,2321,3830,576,3535,688,898,1134,747,2424,3268,1457,1136,3,7234,1306
KR202-1878,2276,3241,2735,2045,1045,2944,3070,1985,3822,1635,1962,2269,1706,1,5084,2242
KR202-1879,2173,666,3670,2922,3127,1721,1670,1863,555,3038,2900,866,623,1,977,1525
KR202-1880,658,3583,2149,3545,3609,1552,756,2158,587,2190,635,3400,1286,2,6294,1462
KR202-1881,2402,2172,3479,838,2853,890,2044,2959,3432,763,2885,1670,1625,5,13430,1198
KR202-1882,2695,2223,2777,1169,2357,1488,2443,3963,2322,816,1169,1298,1411,3,2959,501
KR202-1883,2731,1380,853,3327,722,2709,3029,3672,553,1828,2860,3146,1654,3,14077,1517
KR202-1884,3849,809,1158,2766,3338,1478,3909,921,535,1152,2447,2643,1186,3,7198,421
KR202-1885,2103,948,2797,3534,1017,623,3382,3311,520,2908,2791,3866,1722,5,9273,2341
KR202-1886,634,918,3149,1755,3724,2883,1383,3670,1883,821,3943,1013,1803,1,12117,961
KR202-1887,3533,3477,760,1797,1096,2738,1975,2346,3618,1499,3992,1971,1615,1,9772,1811
KR202-1888,2392,1990,1591,2673,2235,1070,2611,2999,3146,1840,1151,2306,1899,2,9072,760
KR202-1889,3050,2757,3728,2922,1700,3574,1127,899,2366,3601,3537,3111,1826,4,8808,700
KR202-1890,2664,3227,931,1287,3776,2596,3549,3400,1522,766,2561,2044,1885,2,13808,1173
KR202-1891,3382,1746,3097,712,2641,2034,1370,2597,2844,584,2238,1309,1111,2,12580,2127
KR202-1892,651,1900,2756,2149,3187,2125,2787,3619,2401,1376,617,505,1138,5,9393,1403
KR202-1893,2132,3872,3011,2353,1937,1863,2664,2920,1741,2814,1990,1231,1620,5,3893,2544
KR202-1894,2174,2623,3351,3043,947,1135,1877,675,2717,3771,3353,616,1736,3,2379,736
KR202-1895,2053,1865,2323,3967,557,3980,2812,1552,1370,1534,3892,2123,1291,5,8253,2129
KR202-1896,3483,886,1255,1068,2242,1735,1667,969,2355,3213,722,3968,1584,5,2105,929
KR202-1897,2811,812,998,2606,3074,2611,1184,3876,1005,2240,2043,1175,1324,3,2114,1880
KR202-1898,2937,2393,3910,1760,2500,517,1809,3663,1812,2543,3418,986,1060,1,4276,488
KR202-1899,1404,2700,2599,3956,2199,1309,580,774,1574,1281,1955,2543,1931,1,12300,1282
KR202-1900,2010,3818,3669,2517,657,3477,1612,3581,3060,3373,955,2485,1080,1,8957,2642
KR202-1901,2587,866,2312,611,3764,3061,3155,815,3446,1682,2483,1532,1721,4,14468,548
KR202-1902,792,675,1903,1549,3363,992,3429,3720,3432,2146,1340,3802,1932,2,11037,829
KR202-1903,3358,2574,3551,3357,3107,777,1159,953,1049,3260,2020,1536,562,3,11942,1202
KR202-1904,3334,3854,2130,3878,2398,771,1568,1888,2732,3805,2449,2429,1945,1,7617,865
KR202-1905,1693,2169,3201,1445,2293,1841,1719,2315,2646,2000,1960,2233,1294,1,9721,1757
KR202-1906,1067,779,2574,2425,2957,1751,2959,2671,683,3629,876,969,1742,1,12273,693
KR202-1907,1650,2613,3712,3500,2065,637,2912,3126,1491,1612,2374,2070,1458,4,6424,2036
KR202-1908,3365,3005,501,986,1553,1443,2867,1432,749,3787,2908,2696,591,3,7509,2050
KR202-1909,3821,1344,1227,2700,3643,2792,1727,1219,1996,617,1930,3317,1309,5,6404,1574
KR202-1910,1208,2995,1087,2462,1130,866,1759,3988,829,567,3628,3062,1347,1,9703,1526
KR202-1911,2140,3813,817,3150,2381,2062,2499,3404,1643,712,1114,2384,1421,2,6907,1572
KR202-1912,985,3703,3328,2225,3693,1273,2690,1129,856,2035,3092,3715,1932,3,2928,2464
KR202-1913,1386,3438,2482,1362,532,2135,527,3798,907,1280,511,3975,1629,5,3298,1096
KR202-1914,3295,589,2804,725,2949,3148,3981,1518,2076,3994,1977,1390,1652,1,7227,686
KR202-1915,991,2478,747,544,1929,2984,2886,3477,2067,1851,2515,2164,1568,4,13465,1498
KR202-1916,1945,616,2942,1983,1531,1067,1335,731,1753,1754,3563,1747,1282,3,3377,353
KR202-1917,1301,3205,3210,1366,3572,1479,3261,1293,915,2453,1048,693,1449,4,6995,971
KR202-1918,3681,2837,3688,971,3100,3061,3286,1580,824,1563,3982,1301,1339,2,10764,1455
KR202-1919,1885,2913,3053,2774,2004,3885,993,3339,3011,1240,651,927,688,2,1271,825
KR202-1920,2255,3104,948,1825,2739,2410,2351,1091,3701,2851,3736,2813,973,3,4159,1997
KR202-1921,950,2993,3042,3099,2360,1734,613,1624,3444,3109,1428,2729,760,2,2667,1658
KR202-1922,1256,2448,1563,830,1242,3217,2746,1765,2753,1614,1882,3748,701,3,12417,643
KR202-1923,1986,1880,3734,1344,1057,2742,3252,3924,3522,3484,1525,3702,558,2,3840,2176
KR202-1924,2729,2254,2012,2150,3512,2006,2138,761,1792,3804,3514,728,1574,3,10715,816
KR202-1925,3355,3295,1603,3846,1155,1853,3046,1056,2024,514,720,1402,719,5,7073,1466
KR202-1926,591,3924,612,3397,884,3956,1311,544,3806,2624,2134,872,1302,4,6651,1287
KR202-1927,3553,685,842,1883,3481,1972,1786,1764,2930,3761,2265,1900,1575,1,14767,601
KR202-1928,2506,1564,2767,2735,2681,516,2048,3794,3622,3625,1510,2858,1064,3,6099,803
KR202-1929,2807,759,3587,3197,3423,863,1122,2123,3591,3524,713,1262,1701,5,10211,2222
KR202-1930,1886,1409,912,3587,1303,527,2878,1383,3225,1963,1784,3704,1085,4,6007,1544
KR202-1931,871,3598,2524,3072,2834,2162,781,3971,1483,3405,1952,3877,1337,4,2713,2621
KR202-1932,2318,1138,1085,3824,558,1438,751,2281,686,3909,754,1329,958,3,10197,627
KR202-1933,3186,1936,1677,1036,3742,2250,2802,1714,1762,2880,1274,3496,1154,5,11377,734
KR202-1934,3237,1187,1908,772,3669,2668,3927,2403,2989,551,3932,1233,1077,2,2035,2240
KR202-1935,2497,3403,3661,2580,2622,573,3866,3545,1189,2840,1497,1406,1996,5,7482,2134
KR202-1936,1550,940,1290,1741,2570,2590,3594,516,3702,3597,3050,3831,1829,4,12149,1148
KR202-1937,3524,3481,2553,3775,2658,3902,1352,2885,2466,2717,1583,1563,1306,1,12735,1919
KR202-1938,3316,3014,1025,1175,938,2113,2373,3651,1784,753,2426,2791,601,5,4147,1367
KR202-1939,599,3047,1135,2487,2307,3668,3602,563,2211,1800,2284,1099,1774,4,6581,1820
KR202-1940,3629,893,2616,3079,2027,2450,922,2828,2690,3259,2793,2412,994,2,2786,1412
KR202-1941,2853,2409,3661,1545,3660,3304,992,3864,2435,3573,3991,1866,1920,4,12139,1614
KR202-1942,2483,2461,1961,3321,814,2406,905,3418,1173,1190,3959,1444,618,1,3057,451
KR202-1943,2267,1322,1119,706,529,568,2316,3162,1523,3717,3274,3679,1608,2,8198,1424
KR202-1944,670,1802,3149,1049,1999,509,1141,654,1729,3460,2027,767,1635,5,8836,1039
KR202-1945,3433,1188,1058,1711,2248,1482,814,3614,700,2457,2397,2242,1863,4,2349,1862
KR202-1946,627,624,3911,2490,1806,2393,3806,3288,1844,2783,621,1961,1572,3,5352,666
KR202-1947,3573,3541,3924,1807,1594,2193,1871,2460,3682,736,1113,2000,1188,5,4829,1462
KR202-1948,1743,2627,2105,1359,2132,1877,2495,3656,1241,2176,2409,3921,1380,1,14150,1920
KR202-1949,2679,3405,2434,667,946,2293,1367,3882,1943,1231,3727,3449,619,3,7053,844
KR202-1950,2594,3929,1016,694,3682,2877,1884,3054,1955,3519,1608,3097,597,3,13793,771
KR202-1951,2295,2494,542,3891,3024,3481,3538,2666,3571,2084,2676,3883,1789,1,13228,1069
KR202-1952,3329,710,3662,3038,2527,2034,2621,2382,2986,3089,3508,1693,1683,3,4788,1315
